r_low	r_high	pressure_out	pressure_out
0.000	21.000	0.0000000000000	28.0816289800518
0.000	21.500	0.0000000000000	28.1195163478234
0.000	22.000	0.0000000000000	28.1593173494915
0.000	22.500	0.0000000000000	28.2010900650878
0.000	23.000	0.0000000000000	28.2448939381799
0.000	23.500	0.0000000000000	28.2907898558652
0.000	24.000	0.0000000000000	28.3388402327737
0.000	24.500	0.0000000000000	28.3891090993274
0.000	25.000	0.0000000000000	28.4416621945148
0.000	25.500	0.0000000000000	28.4965670634653
0.000	26.000	0.0000000000000	28.5538931601263
0.000	26.500	0.0000000000000	28.6137119553706
0.000	27.000	0.0000000000000	28.6760970508885
0.000	27.500	0.0000000000000	28.7411242992444
0.000	28.000	0.0000000000000	28.8088719305094
0.000	28.500	0.0000000000000	28.8794206859143
0.000	29.000	0.0000000000000	28.9528539590007
0.000	29.500	0.0000000000000	29.0292579447904
0.000	30.000	0.0000000000000	29.1087217975305
0.000	30.500	0.0000000000000	29.1913377976222
0.000	31.000	0.0000000000000	29.2772015283877
0.000	31.500	0.0000000000000	29.3664120633867
0.000	32.000	0.0000000000000	29.4590721650522
0.000	32.500	0.0000000000000	29.5552884954809
0.000	33.000	0.0000000000000	29.6551718402864
0.000	33.500	0.0000000000000	29.7588373464999
0.000	34.000	0.0000000000000	29.8664047755900
0.000	34.500	0.0000000000000	29.9779987727690
0.000	35.000	0.0000000000000	30.0937491538551
0.000	35.500	0.0000000000000	30.2137912110756
0.000	36.000	0.0000000000000	30.3382660393221
0.000	36.500	0.0000000000000	30.4673208845086
0.000	37.000	0.0000000000000	30.6011095158358
0.000	37.500	0.0000000000000	30.7397926239358
0.000	38.000	0.0000000000000	30.8835382470605
0.000	38.500	0.0000000000000	31.0325222276829
0.000	39.000	0.0000000000000	31.1869287021154
0.000	39.500	0.0000000000000	31.3469506260041
0.000	40.000	0.0000000000000	31.5127903388444
0.000	40.500	0.0000000000000	31.6846601709828
0.000	41.000	0.0000000000000	31.8627830969247
0.000	41.500	0.0000000000000	32.0473934391645
0.000	42.000	0.0000000000000	32.2387376271997
0.000	42.500	0.0000000000000	32.4370750168855
0.000	43.000	0.0000000000000	32.6426787758467
0.000	43.500	0.0000000000000	32.8558368412884
0.000	44.000	0.0000000000000	33.0768529572516
0.000	44.500	0.0000000000000	33.3060477991556
0.000	45.000	0.0000000000000	33.5437601943624
0.000	45.500	0.0000000000000	33.7903484485140
0.000	46.000	0.0000000000000	34.0461917885379
0.000	46.500	0.0000000000000	34.3116919345197
0.000	47.000	0.0000000000000	34.5872748141181
0.000	47.500	0.0000000000000	34.8733924348816
0.000	48.000	0.0000000000000	35.1705249317460
0.000	48.500	0.0000000000000	35.4791828091862
0.000	49.000	-0.1944250097009	35.8579133304305
0.000	49.500	0.1818421679984	36.0768350205767
0.000	50.000	0.1446451077075	36.4332026701262
0.000	50.500	0.0648344376707	36.8186966784579
0.000	51.000	-1.8550278114897	37.8643448803719
0.000	51.500	-4.8532049828583	39.3720679724161
0.000	52.000	-2.2584053367840	38.8680422017620
0.000	52.500	-2.9967832865900	39.6174728639323
0.000	53.000	-9.3394230130922	42.7077198407218
0.000	53.500	-10.0456202049560	43.6259258801710
0.000	54.000	-12.5838635184443	45.4093112035748
0.000	54.500	-10.7934881939166	45.3127578959932
0.000	55.000	-15.0889485581074	48.1103909964771
0.000	55.500	-27.0748619514330	54.9670008345347
0.000	56.000	-10.8515097764154	47.6343369859959
0.000	56.500	-31.1441926527214	59.5075663177992
0.000	57.000	-47.5682865766080	70.1546899784401
0.000	57.500	-43.8065989868801	69.7310623012823
0.000	58.000	-38.7629714916307	68.4180245559231
0.000	58.500	-60.1919794778817	83.9268715728261
0.000	59.000	-65.3521146757303	89.8166858492703
0.000	59.500	-66.0629752398802	93.0249891497115
0.000	60.000	-73.5465651689775	101.3641491496670
0.000	60.500	-70.1325238551943	102.0400555436603
0.000	61.000	-66.3072347488346	102.3377828226452
0.000	61.500	-83.2935254168780	119.8765412780125
0.000	62.000	-81.8006286078305	122.8226135178218
0.000	62.500	-86.1674139738885	131.2431061037948
0.000	63.000	-88.4856155084787	138.3579984686217
0.000	63.500	-86.2863882289644	141.4763656260077
0.000	64.000	-82.1497782172870	142.6933975281553
0.000	64.500	-88.6573393650347	155.5737261825359
0.000	65.000	-81.0898339493352	153.2892078784138
0.000	65.500	-76.9201783170106	154.6966875356336
0.000	66.000	-83.0827150632720	169.2784018174853
0.000	66.500	-76.0260375914364	167.3796619381176
0.000	67.000	-80.2110139465294	181.0394734795624
0.000	67.500	-66.4429228818083	168.9973844614427
0.000	68.000	-73.1278738925007	187.8415214790304
0.000	68.500	-76.2036655567779	202.5966434294862
0.000	69.000	-65.8971710632669	194.9171558312127
0.000	69.500	-57.4609127036412	189.4948666272861
0.000	70.000	-73.0932095687735	231.8858044608970
0.000	70.500	-37.8994143285193	169.5434987014984
0.000	71.000	-52.8603122174091	214.4021784672974
0.000	71.500	-41.5883775689150	200.1674915109431
0.000	72.000	-40.1256443010054	209.6874031067223
0.000	72.500	-24.6524861427242	179.5899521578048
0.000	73.000	-20.5371954223676	179.7569438330945
0.000	73.500	-23.4152580909287	203.7255379429713
0.000	74.000	-26.3689650090156	232.2906603414214
0.000	74.500	-8.1792054004220	177.6512369117466
0.000	75.000	-1.9824720289284	165.9260522497247
0.000	75.500	-0.7577877683566	176.9405767856155
0.000	76.000	-16.3101318501386	291.3766229027271
0.000	76.500	12.6112121227360	131.7472455421044
0.000	77.000	16.9397363787201	115.0987326449253
0.000	77.500	8.9179856305108	214.2623495723206
0.000	78.000	22.4956497199449	91.9241216060402
0.000	78.500	20.5452110994673	147.8683630186929
0.000	79.000	31.1322225200821	-64.9580606126494
0.000	79.500	42.7877232644781	-773.7198423712470
0.000	80.000	27.5736915464888	0.0000000000000
